Nature du Format;nom_destination;indicatif;Valeur niveau Fraude
4;MEXICO GSM ZONE2;521968;A
4;BRAZIL GSM;55115250;A
4;SPAIN GSM VODAFONE;34661;A
4;NORWAY GSM TELENOR;479689;A
4;SLOVENIA GSM;38671;A
4;NIGER GSM ORANGE;22780;B
4;INDIA GSM;9170991517;A
4;POLAND GSM ORANGE;486901;A
4;INDIA GSM;9175328;A
4;DOMINICAN REP LOCAL OTHER;18097458;A
4;LATVIA OLO;371669;E
4;DOMINICAN REP NATIONAL VIVA;182953039;A
4;DOMINICAN REP GSM;1809280;A
4;SOUTH AFRICA PRS;27225000;C
4;INDIA GSM;9178478;A
4;POLAND OLO;48767517;A
4;SPAIN GSM TELEFONICA;34639;A
4;MARTINIQUE GSM DIGI;59669690;A
4;JAMAICA GSM DIGICEL;187648;B
4;POLAND OLO;487166;A
4;ECUADOR GSM MOVISTAR;5939928;B
4;POLAND PRS;48708700;A
4;DENMARK GSM TDC;458177;A
4;DOMINICAN REP LOCAL OTHER;18095642;A
4;AUSTRALIA GSM OPTUS;614791;A
4;INDIA GSM;9186458;A
4;MAURITANIA GSM MATEL;22231;F
4;POLAND OLO;4852311;A
4;DOMINICAN REP LOCAL OTHER;1809872;A
4;AUSTRALIA GSM OPTUS;61431;A
4;POLAND OLO;48225994;A
4;MOROCCO GSM IAM;212762;E
4;MEXICO ZONE3;52766;A
4;USA;1984;A
4;DOMINICAN REP GSM;1809370;A
4;SWEDEN GSM TELENOR;4671000001;A
4;HAITI GSM;5094;F
4;BOLIVIA RURAL;59139482;B
4;POLAND GSM PLUS;4869924;A
4;SWITZERLAND GSM SUN;417697;A
4;SOUTH AFRICA PRS;2712080;C
4;USA;1323;A
4;DOMINICAN REP LOCAL OTHER;180937286;A
4;DOMINICAN REP GSM;1809465;A
4;MEXICO GSM ZONE3;521914;A
4;ALBANIA AMC;35581341;B
4;INDIA GSM;918091;A
4;TUNISIA;21681200;F
4;INDIA GSM;9177729;A
4;POLAND GSM PLUS;48669;A
4;DOMINICAN REP LOCAL OTHER;180973027;A
4;DOMINICAN REP LOCAL OTHER;180973588;A
4;UK GSM ALTERNATIVE NETWORK;4474181;C
4;DOMINICAN REP LOCAL OTHER;180947260;A
4;UK GSM ORANGE;447854;A
4;DOMINICAN REP LOCAL OTHER;180969556;A
4;ALBANIA AMC;35529550;B
4;DOMINICAN REP GSM;1809266;A
4;UK GSM O2;44754;A
4;THAILAND GSM DTAC;6690001;A
4;DOMINICAN REP LOCAL OTHER;18095404;A
4;NORWAY GSM TELENOR;47950;A
4;DOMINICAN REP LOCAL OTHER;18095083;A
4;DOMINICAN REP LOCAL OTHER;180922747;A
4;TAJIKISTAN GSM;99250;B
4;DOMINICAN REP LOCAL OTHER;18094768;A
4;DENMARK GSM TELENOR;459273;A
4;VIETNAM GSM;8416;A
4;INDIA GSM;9177509;A
4;DOMINICAN REP LOCAL VIVA;18294355;A
4;POLAND OLO;48614233;A
4;JAMAICA GSM;1876789;B
4;DOMINICAN REP LOCAL OTHER;18095448;A
4;DOMINICAN REP LOCAL OTHER;180948770;A
4;USA OLO;1907943;A
4;POLAND OLO;488288;A
4;CZECH REP GSM O2;420705;A
4;MEXICO ZONE2;52673;A
4;LITHUANIA PRS;37066328;G
4;LITHUANIA PRS;37066727;G
4;INDIA GSM;9187450;A
4;INDIA GSM;9184739;A
4;BULGARIA OLO;3597509;A
4;DOMINICAN REP GSM;1809361;A
4;SOUTH AFRICA PRS;27312900;C
4;DOMINICAN REP GSM ORANGE;1829273;A
4;INDIA GSM;918420;A
4;INDIA GSM VODAFONE;918053;A
4;PERU RURAL;51418;A
4;POLAND GSM PM4;4873990;A
4;BRAZIL GSM;55115030;A
4;JAMAICA GSM;187631;B
4;DENMARK GSM TELENOR;459294;A
4;DENMARK GSM;455398;A
4;ALBANIA AMC;35558073;B
4;CHILE RUR;56432978;A
4;POLAND GSM ORANGE;48501;A
4;POLAND OLO;48623662;A
4;ITALY GSM TIM;3933;A
4;ROMANIA GSM VODAFONE;40799;A
4;SOUTH AFRICA PRS;27188300;C
4;BRAZIL GSM;55115392;A
4;BRAZIL GSM;551195190;A
4;POLAND OLO;48683532;A
4;CANADA NWT;1250233;A
4;BOLIVIA RURAL;59139722;B
4;SWEDEN GSM COMVIQ;4676724;A
4;THAILAND GSM DTAC;6688832;A
4;DOMINICAN REP GSM;1809834;A
4;BAHRAIN GSM;97336;B
4;SOUTH AFRICA PRS;271000114;C
4;LITHUANIA PRS;37069123;G
4;POLAND OLO;487570;A
4;INDIA GSM;9177069;A
4;DEM REP CONGO GSM VO;24382;C
4;SOUTH AFRICA PRS;27100200;C
4;DENMARK GSM TELENOR;459254;A
4;SOUTH AFRICA PRS;27101000;C
4;MEXICO GSM ZONE3;521826;A
4;DOMINICAN REP LOCAL OTHER;180938170;A
4;DOMINICAN REP GSM ORANGE;1829592;A
4;INDIA GSM;9183888;A
4;UK GSM O2;447885;A
4;LITHUANIA PRS;37066313;G
4;BRAZIL GSM;5511538;A
4;DOMINICAN REP GSM ORANGE;1809924;A
4;DOMINICAN REP LOCAL OTHER;180922708;A
4;MEXICO ZONE3;52963;A
4;BRUNEI GSM;67371;A
4;DOMINICAN REP LOCAL OTHER;18097350;A
4;UK GSM O2;447716;A
4;THAILAND GSM DTAC;668149;A
4;POLAND GSM PM4;487290;A
4;DOMINICAN REP LOCAL OTHER;180979449;A
4;BRAZIL GSM;5531752;A
4;DOMINICAN REP LOCAL OTHER;180951855;A
4;BRAZIL GSM;5511524;A
4;SOUTH AFRICA PRS;27211260;C
4;SOMALIA GSM;25259;E
4;USA;1651;A
4;POLAND OLO;489474;A
4;MOROCCO GSM WANA FULL MOBILITY;212629;E
4;DOMINICAN REP LOCAL OTHER;180977030;A
4;DOMINICAN REP LOCAL OTHER;18093637;A
4;DOMINICAN REP LOCAL OTHER;18099227;A
4;LIECHTENSTEIN GSM;4237;A
4;REUNION GSM ORANGE;26269339;A
4;DENMARK GSM TDC;4525988;A
4;NIGERIA GSM;2349674;A
4;MEXICO ZONE3;52743;A
4;DENMARK GSM TDC;459123;A
4;BENIN GSM TELECEL;22964;D
4;INDIA GSM VODAFONE;918601;A
4;AUSTRALIA GSM OPTUS;614685;A
4;DOMINICAN REP NATIONAL VIVA;182953050;A
4;LATVIA OLO;3716467;E
4;NORWAY GSM NETCOM;474048;A
4;POLAND OLO;4858580;A
4;DOMINICAN REP LOCAL OTHER;180968374;A
4;SOUTH AFRICA PRS;27440101;C
4;POLAND GSM ERA;486665;A
4;SWEDEN GSM HI3G;467232;A
4;MARTINIQUE GSM ONLY;59669600;A
4;POLAND OLO;48297672;A
4;INDIA GSM;9178509;A
4;IVORY COAST GSM ORA;22578;D
4;QATAR GSM;9745;B
4;MEXICO ZONE3;52651;A
4;ALBANIA OLO;3554250;B
4;POLAND OLO;48413894;A
4;RUSSIA ZONE 1;74852;A
4;SURINAME GSM;59781;C
4;POLAND OLO;48683539;A
4;POLAND OLO;48587;A
4;DOMINICAN REP GSM VIVA;1849231;A
4;LITHUANIA PRS;37066321;G
4;POLAND OLO;48443067;A
4;SOUTH AFRICA PRS;27119718;C
4;POLAND OLO;48856791;A
4;BRAZIL GSM;55638;A
4;TURKEY GSM VODAFONE;9054;B
4;INDIA GSM;9183378;A
4;GDSP VODAFONE M2M;88239;A
4;DOMINICAN REP LOCAL OTHER;180979340;A
4;INDIA GSM;9183998;A
4;INDIA GSM;917099054;A
4;SOUTH AFRICA PRS;271186166;C
4;DOMINICAN REP LOCAL OTHER;18092896;A
4;LATVIA OLO;3716377;E
4;POLAND OLO;48655491;A
4;DOMINICAN REP LOCAL OTHER;18295448;A
4;INDIA GSM;9183780;A
4;BULGARIA OLO;3593597;A
4;SOUTH AFRICA PRS;2711699683;C
4;DOMINICAN REP LOCAL OTHER;18098947;A
4;GUADELOUPE GSM;590691;A
4;LITHUANIA PRS;3706691115;G
4;INDIA GSM;9178220;A
4;DOMINICAN REP LOCAL OTHER;180996033;A
4;UKRAINE;380;B
4;BULGARIA OLO;3593615;A
4;MEXICO GSM ZONE3;521659;A
4;SENEGAL GSM EXPRESSO;22170;D
4;POLAND OLO;48228808;A
4;PORTUGAL GSM MEO;3516596;A
4;DOMINICAN REP LOCAL OTHER;180973511;A
4;INDIA GSM;9184790;A
4;INDIA GSM;918809;A
4;DOMINICAN REP GSM;1809356;A
4;SOUTH AFRICA PRS;2712668900;C
4;INDIA GSM BSNL;919531;A
4;INDIA GSM;9178348;A
4;RUSSIA GSM BEELINE;7903;C
4;INDIA GSM;9187399;A
4;DOMINICAN REP LOCAL OTHER;1829953;A
4;TOGO GSM;22893;C
4;UK GSM;4473780;C
4;POLAND OLO;486323;A
4;MEXICO GSM ZONE3;521275;A
4;INDIA GSM;9185430;A
4;INDIA GSM;9184949;A
4;POLAND OLO;4868307;A
4;SOUTH AFRICA PRS;2723004;C
4;POLAND OLO;48833797;A
4;INDIA GSM;918439;A
4;POLAND OLO;48468650;A
4;INDIA GSM VODAFONE;918001;A
4;CHILE TELCOY;5667234;A
4;POLAND OLO;48443063;A
4;DOMINICAN REP LOCAL OTHER;180996032;A
4;INDIA GSM RELIANCE;917669;A
4;USA;1336;A
4;UK GSM HI3G;447427;A
4;LATVIA OLO;3716528;E
4;PERU RURAL;51448;A
4;SWEDEN GSM COMVIQ;4676473;A
4;SOUTH AFRICA PRS;27563300;C
4;DOMINICAN REP LOCAL OTHER;18097361;A
4;MEXICO ZONE3;52428;A
4;DOMINICAN REP GSM;1809693;A
4;INDIA GSM;9188118;A
4;MEXICO ZONE2;52595;A
4;SOUTH AFRICA PRS;2732940;C
4;MOROCCO GSM WANA REST MOBILITY;212546;C
4;UK GSM;447;C
4;DOMINICAN REP LOCAL OTHER;180973121;A
4;DOMINICAN REP LOCAL OTHER;180937370;A
4;SOUTH AFRICA PRS;27415174;C
4;MOROCCO GSM IAM;212628;E
4;DOMINICAN REP GSM;1829836;A
4;BRAZIL OTHERS CITIES;55815;A
4;INDIA GSM;9189379;A
4;THAILAND GSM DTAC;6688883;A
4;THAILAND GSM DTAC;6690663;A
4;DOMINICAN REP LOCAL OTHER;180938177;A
4;DOMINICAN REP GSM;1829635;A
4;BRAZIL GSM;551195100;A
4;ECUADOR GSM PORTA;5939696;B
4;TURKEY CITIES;90322;A
4;SPAIN GSM M2M;34590100;A
4;SOUTH AFRICA PRS;27510160;C
4;PERU RURAL;514461;A
4;THAILAND GSM DTAC;6690003;A
4;ALBANIA AMC;35558764;B
4;MEXICO ZONE3;52964;A
4;ROMANIA GSM COSMOROM;4076;A
4;RUSSIA ZONE 2;73832;A
4;SWEDEN GSM COMVIQ;46704;A
4;MARITIME COMMUNICATIONS PARTNER;88232;G
4;DOMINICAN REP LOCAL OTHER;18095408;A
4;POLAND GSM PM4;48576;A
4;INDIA GSM;9187418;A
4;MEXICO GSM ZONE3;521985;A
4;MOROCCO IAM;212524;A
4;DOMINICAN REP GSM ORANGE;18098450000;A
4;THAILAND GSM DTAC;6688906;A
4;POLAND OLO;48913599;A
4;AUSTRALIA GSM TELSTR;61428;A
4;THAILAND GSM DTAC;6688810;A
4;BOSNIA GSM MTEL;38767;D
4;PERU RURAL;516329;A
4;DOMINICAN REP GSM ORANGE;1829722;A
4;DOMINICAN REP LOCAL OTHER;180973443;A
4;BOLIVIA GSM;5916;B
4;INDIA GSM;9183829;A
4;USA OLO;1907453;A
4;LATVIA GSM TELE2;371295;D
4;JAMAICA GSM DIGICEL;187645;B
4;INDIA GSM RELIANCE;919798;A
4;INDIA GSM;9183969;A
4;PUERTO RICO GSM;1787299;A
4;LATVIA GSM BITE;371201;A
4;POLAND OLO;4823677;A
4;DOMINICAN REP LOCAL OTHER;18095995;A
4;DOMINICAN REP GSM;1809841;A
4;SOUTH AFRICA PRS;27470503;C
4;POLAND OLO;4852390;A
4;SWEDEN GSM COMVIQ;467387;A
4;BRAZIL GSM;55868;A
4;ANGUILLA GSM;1264537;F
4;MEXICO ZONE2;52639;A
4;MEXICO ZONE3;52489;A
4;THAILAND GSM DTAC;6690624;A
4;DOMINICAN REP LOCAL OTHER;18095406;A
4;POLAND GSM PLUS;48609;A
4;POLAND GSM ERA;48880;A
4;DOMINICAN REP LOCAL OTHER;180973784;A
4;UK GSM ORANGE;447976;A
4;INDIA GSM;9172269;A
4;UK GSM TMOBILE;447939;A
4;PERU RURAL;515662;A
4;USA;1207;A
4;POLAND OLO;48166505;A
4;USA OLO;1816528;A
4;BRAZIL GSM;558599;A
4;SOUTH AFRICA PRS;27140080;C
4;SOUTH AFRICA PRS;27430503;C
4;MEXICO ZONE3;52329;A
4;SPAIN GSM TELEFONICA;346430;A
4;AUSTRALIA GSM TELSTR;61458;A
4;BOLIVIA RURAL;59134720;B
4;DOMINICAN REP LOCAL OTHER;180937965;A
4;DOMINICAN REP GSM ORANGE;1809849;A
4;SOUTH AFRICA PRS;27112575;C
4;INDIA GSM;9187190;A
4;POLAND OLO;48426378;A
4;SOUTH AFRICA PRS;2710001257;C
4;UK GSM VODAFONE;447901;A
4;MADAGASCAR PRS;26122;G
4;DOMINICAN REP LOCAL OTHER;18093684;A
4;DOMINICAN REP GSM;1829322;A
4;PHILIPPINES GSM SMAR;63946;B
4;INDIA GSM VODAFONE;919873;A
4;DOMINICAN REP GSM;1809210;A
4;DOMINICAN REP LOCAL OTHER;180974055;A
4;ALBANIA AMC;35537853;B
4;ALBANIA AMC;35538850;B
4;INDIA GSM;9183559;A
4;DOMINICAN REP LOCAL OTHER;180977080;A
4;DOMINICAN REP LOCAL OTHER;180973126;A
4;POLAND OLO;4,86E+13;A
4;DOMINICAN REP LOCAL OTHER;180982533;A
4;SOUTH AFRICA PRS;27511420;C
4;INDIA GSM;9176809;A
4;DOMINICAN REP LOCAL OTHER;180954550;A
4;DOMINICAN REP LOCAL OTHER;18094897;A
4;DOMINICAN REP GSM ORANGE;1849312;A
4;DENMARK GSM TELENOR;459110;A
4;PHILIPPINES;63;A
4;INDIA GSM;9181530;A
4;LATVIA GSM BITE;3712219;A
4;INDIA GSM;9178659;A
4;REUNION SRR;26226210;A
4;DOMINICAN REP LOCAL OTHER;180937270;A
4;BOTSWANA GSM MASCOM;267760;B
4;DOMINICAN REP GSM ORANGE;1809819;A
4;BOSNIA SRPSKA;38730482;B
4;SPAIN GSM TELEFONICA;34642;A
4;SOUTH AFRICA PRS;27431610;C
4;INDIA GSM;9177219;A
4;DOMINICAN REP GSM VIVA;1809317;A
4;BRAZIL GSM;55119542;A
4;SOUTH AFRICA PRS;2732779581;C
4;BULGARIA OLO;3596189;A
4;INDIA GSM;9178479;A
4;INDIA GSM;9175369;A
4;INDIA GSM;918858;A
4;BOSNIA SRPSKA;38754917;B
4;BRAZIL GSM;551196085;A
4;DOMINICAN REP LOCAL OTHER;180924330;A
4;ALBANIA AMC;35547700;B
4;INDIA GSM;9172279;A
4;MEXICO ZONE3;52966;A
4;SOUTH AFRICA PRS;27432850;C
4;DOMINICAN REP GSM;1829854;A
4;SOUTH AFRICA PRS;27328800;C
4;FRENCH GUIANA GSM DIGICEL;5946949;A
4;POLAND OLO;4842711;A
4;NEPAL;977;B
4;JAMAICA GSM DIGICEL;1876302;B
4;NORWAY GSM TELENOR;479748;A
4;TONGA GSM;67619;G
4;CAPE VERDE TLC;238451;B
4;INDIA GSM;918264;A
4;MEXICO ZONE3;52249;A
4;MEXICO ZONE3;52643;A
4;POLAND OLO;48297660;A
4;MEXICO ZONE2;52983;A
4;INDIA GSM;9176928;A
4;CAPE VERDE;238;B
4;GUYANA GSM;592639;C
4;LATVIA GSM BITE;3712283;A
4;DOMINICAN REP LOCAL OTHER;18097552;A
4;GEORGIA GSM;99570;C
4;POLAND OLO;48321322;A
4;SOUTH AFRICA PRS;27470504;C
4;INDIA GSM;9184260;A
4;BRAZIL GSM;55115178;A
4;INDIA GSM;917502;A
4;POLAND OLO;48468130;A
4;POLAND OLO;48564519;A
4;BRAZIL OTHERS CITIES;55513;A
4;POLAND OLO;486550;A
4;SOUTH AFRICA PRS;27315711;C
4;POLAND OLO;48812812;A
4;INDIA GSM;9175780;A
4;BRAZIL GSM;55258;A
4;VIETNAM GSM VIETTEL;84164;A
4;CHILE RUR;56652971;A
4;BULGARIA OLO;3595799;A
4;LITHUANIA PRS;37066911112;G
4;SOUTH AFRICA PRS;271187118;C
4;INDIA GSM;9177548;A
4;SOUTH AFRICA PRS;27100000;C
4;DOMINICAN REP LOCAL OTHER;18295447;A
4;DOMINICAN REP LOCAL OTHER;18095496;A
4;DEM REP CONGO GSM ORA;24384;D
4;DOMINICAN REP LOCAL OTHER;180992061;A
4;SOUTH AFRICA PRS;27100019;C
4;QATAR GSM VODAFONE;97477;B
4;EAST TIMOR GSM OTHER;6707;F
4;DOMINICAN REP GSM;1849207;A
4;DOMINICAN REP LOCAL OTHER;1829971;A
4;DENMARK GSM TDC;4551;A
4;POLAND OLO;48767518;A
4;DOMINICAN REP LOCAL OTHER;1809792;A
4;POLAND OLO;48768789;A
4;INDIA GSM;9184679;A
4;INDIA GSM RELIANCE;9193;A
4;CYPRUS GSM;357123;A
4;SOUTH AFRICA PRS;2710060;C
4;SOMALIA GSM;25215;E
4;POLAND OLO;48486771;A
4;SOUTH AFRICA PRS;27517770;C
4;INDIA GSM;9184820;A
4;DOMINICAN REP LOCAL OTHER;18093640;A
4;MEXICO GSM ZONE3;521236;A
4;DOMINICAN REP LOCAL OTHER;180937968;A
4;MEXICO GSM ZONE2;521965;A
4;NETHERLANDS GSM KPN;31613;A
4;BELGIUM PRS;32800;A
4;BRAZIL GSM;55119524;A
4;POLAND OLO;48672529;A
4;DOMINICAN REP LOCAL OTHER;18092876;A
4;INDIA GSM;9185209;A
4;INDIA GSM;9184668;A
4;POLAND GSM ERA;48600;A
4;DOMINICAN REP LOCAL OTHER;180958035;A
4;DOMINICAN REP GSM ORANGE;1809715;A
4;MEXICO ZONE3;52658;A
4;BOSNIA SRPSKA;387556;B
4;INDIA GSM;9184120;A
4;POLAND OLO;4862726;A
4;MEXICO GSM ZONE2;521892;A
4;BRAZIL GSM;555381;A
4;DOMINICAN REP LOCAL OTHER;180959167;A
4;POLAND GSM PM4;485377;A
4;INDIA GSM;9186740;A
4;SOUTH AFRICA PRS;2743001;C
4;BRAZIL GSM;55569;A
4;DOMINICAN REP GSM ORANGE;1829880;A
4;DOMINICAN REP GSM;1829784;A
4;ALBANIA AMC;35536580;B
4;SOUTH AFRICA PRS;2716080;C
4;INDIA GSM;9175438;A
4;SPAIN GSM VODAFONE;346025;A
4;BRAZIL GSM;55187;A
4;SWEDEN GSM TELIA;467206;A
4;DOMINICAN REP GSM ORANGE;1829591;A
4;TONGA GSM;67656;G
4;INDIA GSM;917607;A
4;SPAIN GSM M2M;34590656;A
4;DOMINICAN REP LOCAL OTHER;180954490;A
4;VENEZUELA OTHER CITIES;58281;A
4;BRAZIL GSM;55216991;A
4;DOMINICAN REP GSM;1829419;A
4;INDIA GSM;9183850;A
4;MEXICO ZONE3;52411;A
4;USA;1327;A
4;DOMINICAN REP LOCAL OTHER;18095390;A
4;CHILE RUR;56352198;A
4;DOMINICAN REP LOCAL OTHER;1829476;A
4;ALBANIA AMC;3555114;B
4;ESTONIA GSM EMT;3725918;D
4;SWEDEN GSM TELIA;467289;A
4;CHILE RUR;56652196;A
4;GEORGIA GSM;99555;C
4;DOMINICAN REP LOCAL OTHER;180969544;A
4;SOUTH AFRICA PRS;27314100;C
4;DOMINICAN REP LOCAL OTHER;1809334;A
4;INDIA GSM;9182538;A
4;INDIA GSM;9184560;A
4;UK GSM TMOBILE;447434;A
4;SERBIA GSM MTS;38164;C
4;INDIA GSM;9187438;A
4;INDIA GSM VODAFONE;919719;A
4;DENMARK GSM HI3G;45537;A
4;POLAND OLO;48486298;A
4;DENMARK GSM TELENOR;458134;A
4;UK GSM O2;447808;A
4;POLAND GSM PLUS;4869975;A
4;INDIA GSM;918436;A
4;KENYA GSM;2547;A
4;IVORY COAST GSM ORA;22577;D
4;USA OLO;1907826;A
4;BRAZIL GSM;551681;A
4;BRAZIL GSM;55956;A
4;SOUTH AFRICA PRS;27581100;C
4;DOMINICAN REP LOCAL OTHER;18093732;A
4;DOMINICAN REP LOCAL OTHER;18095954;A
4;INDIA GSM;9183759;A
4;DOMINICAN REP LOCAL OTHER;180937878;A
4;SOUTH AFRICA PRS;2711557571;C
4;SOLOMON ISLANDS;677;G
4;USA OLO;1660565;A
4;MEXICO ZONE2;52844;A
4;DOMINICAN REP LOCAL OTHER;18093782;A
4;SPAIN GSM TELEFONICA;34680;A
4;POLAND OLO;48228985;A
4;BOSNIA SRPSKA;38735483;B
4;INDIA GSM;9189668;A
4;PERU GSM MOVISTAR;5197;A
4;POLAND OLO;4885673;A
4;DOMINICAN REP GSM;180969601;A
4;GUINEA REP GSM TECEL;22463;D
4;DOMINICAN REP NATIONAL VIVA;182953049;A
4;DOMINICAN REP LOCAL OTHER;18097327;A
4;DOMINICAN REP GSM ORANGE;1809972;A
4;DOMINICAN REP GSM;1829758;A
4;SWEDEN GSM COMVIQ;467649414;A
4;ESTONIA GSM EMT;3725363;D
4;DOMINICAN REP LOCAL OTHER;18095481;A
4;LITHUANIA GSM;3706;E
4;DENMARK GSM TELENOR;459252;A
4;DOMINICAN REP LOCAL OTHER;1809957;A
4;PHILIPPINES GSM SMAR;63947;B
4;POLAND GSM PM4;485717;A
4;BRAZIL GSM;551596;A
4;NORWAY GSM NETCOM;4758000898;A
4;SOUTH AFRICA PRS;2712050;C
4;RUSSIA ZONE 1;73492;A
4;BRAZIL GSM;5511952;A
4;DOMINICAN REP LOCAL OTHER;180992128;A
4;PORTUGAL GSM VODAFONE;3516091;A
4;INDIA GSM;9185258;A
4;DOMINICAN REP LOCAL OTHER;18095402;A
4;MEXICO ZONE3;52235;A
4;MEXICO GSM ZONE2;521922;A
4;INDIA GSM;918804;A
4;SAN MARINO PRS;37868;G
4;MEXICO ZONE3;52797;A
4;ALBANIA AMC;35586344;B
4;DOMINICAN REP LOCAL OTHER;180928988;A
4;DOMINICAN REP GSM;1809493;A
4;ALBANIA AMC;35526563;B
4;INDIA GSM;9177229;A
4;POLAND OLO;48618465;A
4;POLAND OLO;4832311;A
4;MEXICO ZONE3;52345;A
4;SOUTH AFRICA PRS;27150450;C
4;POLAND GSM ERA;48694;A
4;TOGO GSM;22892;C
4;DOMINICAN REP GSM;1829523;A
4;INDIA GSM;9178010;A
4;INDIA GSM;9177150;A
4;HONG KONG GSM;85252;A
4;SOUTH AFRICA PRS;27161510;C
4;BRAZIL GSM;55666;A
4;THAILAND GSM DTAC;6688818;A
4;SWEDEN GSM TELENOR;46709;A
4;SWEDEN GSM TELIA;46720506;A
4;RUSSIA GSM BEELINE;7906;C
4;PORTUGAL GSM MEO;351924;A
4;INDIA GSM VODAFONE;919052;A
4;DOMINICAN REP LOCAL OTHER;18095458;A
4;BOSNIA SRPSKA;387598;B
4;SOUTH AFRICA GSM MTN;2773;B
4;MEXICO GSM ZONE3;521745;A
4;SOUTH AFRICA PRS;271000138;C
4;BRAZIL GSM;55156;A
4;GUADELOUPE GSM ORA;59069028;A
4;DOMINICAN REP LOCAL OTHER;180952392;A
4;POLAND OLO;48683030;A
4;MEXICO ZONE3;52738;A
4;DOMINICAN REP GSM ORANGE;1849265;A
4;POLAND OLO;48856869;A
4;LATVIA OLO;3716787;E
4;DOMINICAN REP GSM ORANGE;1809916;A
4;RUSSIA GSM BEELINE;7908462;C
4;DOMINICAN REP LOCAL OTHER;18097450;A
4;JAMAICA GSM;1876807;B
4;INDIA GSM VODAFONE;918877;A
4;INDIA GSM;9183508;A
4;POLAND OLO;48163003;A
4;PHILIPPINES GSM GLOB;63995;B
4;USA;1870;A
4;SRI LANKA;94;B
4;SOUTH AFRICA PRS;27288800;C
4;SOUTH AFRICA PRS;27310133;C
4;USA;1650;A
4;DOMINICAN REP LOCAL OTHER;180950840;A
4;UK GSM VODAFONE;447917;A
4;TURKEY PRS;90900;G
4;POLAND GSM ORANGE;487801;A
4;INDIA GSM;9187358;A
4;BOSNIA GSM BIH;38760404;C
4;DOMINICAN REP GSM;1829316;A
4;SOUTH AFRICA PRS;27118711;C
4;DOMINICAN REP GSM ORANGE;1829717;A
4;UK GSM O2;4478935;A
4;DOMINICAN REP GSM;1849358;A
4;DOMINICAN REP LOCAL OTHER;180947354;A
4;COLOMBIA CITIES;571908;A
4;ALBANIA AMC;35587392;B
4;MOROCCO GSM IAM;212673;E
4;INDIA GSM;917696;A
4;MEXICO ZONE3;52924;A
4;THAILAND GSM DTAC;66880;A
4;SOUTH AFRICA PRS;27344300;C
4;SOUTH AFRICA GSM;2761;A
4;ALBANIA AMC;35529140;B
4;DOMINICAN REP LOCAL OTHER;180973587;A
4;DOMINICAN REP LOCAL OTHER;18095801;A
4;BRAZIL GSM;55478;A
4;USA;1601;A
4;INDIA GSM;9178329;A
4;BRAZIL GSM;55126;A
4;INDIA GSM;918347;A
4;DOMINICAN REP LOCAL OTHER;180922701;A
4;INDIA GSM VODAFONE;919732;A
4;ARUBA GSM;29799;B
4;POLAND OLO;48134432;A
4;DOMINICAN REP LOCAL OTHER;180936860;A
4;USA;1617;A
4;DOMINICAN REP GSM;1829803;A
4;INDIA GSM;9185458;A
4;THAILAND GSM DTAC;6690571;A
4;BRAZIL GSM;55438;A
4;BELGIUM PRS;32704;A
4;INDIA GSM;9177199;A
4;POLAND OLO;48225065;A
4;BRAZIL GSM;551195196;A
4;DOMINICAN REP GSM ORANGE;180985971;A
4;NORWAY GSM TELENOR;479660;A
4;BOLIVIA RURAL;59139243;B
4;DENMARK GSM;455259;A
4;RUSSIA GSM BEELINE;795321;C
4;CHILE RUR;56522196;A
4;BRAZIL GSM;55968;A
4;MEXICO ZONE3;52376;A
4;DOMINICAN REP GSM ORANGE;1849753;A
4;INDIA GSM;9185028;A
4;ALBANIA AMC;3553270;B
4;DOMINICAN REP GSM ORANGE;1849620;A
4;POLAND OLO;48672520;A
4;MEXICO ZONE3;52278;A
4;TURKS & CAICOS GSM;1649344;B
4;SOUTH AFRICA PRS;2787573;C
4;BRAZIL GSM;55928;A
4;INDIA GSM VODAFONE;917838;A
4;INDIA GSM;9176839;A
4;THAILAND GSM DTAC;6688804;A
4;INDIA GSM;9178110;A
4;SOUTH AFRICA PRS;27130360;C
4;TONGA GSM;67678;G
4;UK GSM HI3G;4474180;A
4;SOUTH AFRICA PRS;2787150;C
4;REUNION GSM SRR;26269310;A
4;KAZAKHSTAN GSM;7708;B
4;INDIA GSM;9187489;A
4;SLOVENIA GSM SIMOBIL;38640;A
4;SOUTH AFRICA PRS;27470500;C
4;BULGARIA OLO;35931518;A
4;CAMBODIA METFONE;855546;A
4;BOTSWANA GSM MASCOM;267755;B
4;NICARAGUA GSM;50557;C
4;SOUTH AFRICA PRS;2721912210;C
4;VIETNAM CITIES;844;A
4;POLAND OLO;48413499;A
4;MEXICO ZONE2;52661;A
4;DOMINICAN REP LOCAL OTHER;180926234;A
4;BURKINA FASO GSM TELECEL;22678;C
4;PERU RURAL;518462;A
4;SOUTH AFRICA GSM MTN;27631;B
4;CHILE RUR;5641196;A
4;USA OLO;1907306;A
4;MEXICO ZONE2;52644;A
4;BAHRAIN GSM;973382;B
4;LITHUANIA PRS;37066911115;G
4;SOUTH AFRICA GSM TELKOM;27659;B
4;INDIA GSM;9185459;A
4;NORWAY GSM TELENOR;479910;A
4;UK GSM ORANGE;447536;A
4;NETHERLANDS GSM TELF;31649;A
4;INDIA GSM;9186809;A
4;RUSSIA GSM BEELINE;7900335;C
4;MOROCCO WANA;212538;A
4;POLAND OLO;48618869;A
4;BRAZIL GSM;551195391;A
